Image,Label,SubjectID,Ciba Vision Lens Color,Gender,B_L Lens Used,PupilX,PupilY,PupilR,IrisX,IrisY,IrisR
Cogent Scanner/55/Normal/20120912150311_R,Normal,55,Gray,Male,No,403,186,28,392,183,116
Cogent Scanner/55/Transparent/20120912154022_L,Transparent,55,Gray,Male,No,228,257,33,234,260,109
Cogent Scanner/55/Transparent/20120912154022_R,Transparent,55,Gray,Male,No,246,276,47,242,285,119
Cogent Scanner/55/Transparent/20120912154024_L,Transparent,55,Gray,Male,No,296,230,30,302,241,104
Cogent Scanner/55/Transparent/20120912154024_R,Transparent,55,Gray,Male,No,335,229,42,331,236,109
Cogent Scanner/55/Transparent/20120912154027_L,Transparent,55,Gray,Male,No,328,259,26,332,267,104
Cogent Scanner/55/Transparent/20120912154027_R,Transparent,55,Gray,Male,No,348,272,30,340,273,108
Cogent Scanner/55/Transparent/20120912154029_L,Transparent,55,Gray,Male,No,331,264,30,337,275,103
Cogent Scanner/55/Transparent/20120912154029_R,Transparent,55,Gray,Male,No,342,268,42,335,261,112
Cogent Scanner/55/Transparent/20120912154031_L,Transparent,55,Gray,Male,No,316,246,36,320,243,102
Cogent Scanner/55/Transparent/20120912154031_R,Transparent,55,Gray,Male,No,336,264,38,331,264,111
Cogent Scanner/55/Transparent/20120912154033_L,Transparent,55,Gray,Male,No,326,244,35,334,245,105
Cogent Scanner/55/Transparent/20120912154033_R,Transparent,55,Gray,Male,No,340,267,38,336,274,109
Cogent Scanner/56/Colored/20120912121807_L,Colored,56,Hazel,Male,No,196,186,29,211,201,124
Cogent Scanner/56/Colored/20120912121807_R,Colored,56,Hazel,Male,No,459,201,31,449,227,127
Cogent Scanner/56/Colored/20120912121812_L,Colored,56,Hazel,Male,No,195,184,35,207,210,125
Cogent Scanner/56/Colored/20120912121812_R,Colored,56,Hazel,Male,No,454,202,26,447,225,130
Cogent Scanner/56/Colored/20120912121816_L,Colored,56,Hazel,Male,No,193,181,37,207,200,122
Cogent Scanner/56/Colored/20120912121816_R,Colored,56,Hazel,Male,No,454,202,29,445,225,127
Cogent Scanner/56/Colored/20120912121819_L,Colored,56,Hazel,Male,No,186,170,41,198,190,121
Cogent Scanner/56/Colored/20120912121819_R,Colored,56,Hazel,Male,No,441,207,41,434,227,128
Cogent Scanner/56/Colored/20120912121824_L,Colored,56,Hazel,Male,No,191,167,42,202,175,123
Cogent Scanner/56/Colored/20120912121824_R,Colored,56,Hazel,Male,No,442,194,33,435,225,128
Cogent Scanner/56/Normal/20120912120238_L,Normal,56,Hazel,Male,No,245,265,42,253,286,133
Cogent Scanner/56/Normal/20120912120238_R,Normal,56,Hazel,Male,No,510,205,44,500,219,121
Cogent Scanner/56/Normal/20120912120242_L,Normal,56,Hazel,Male,No,172,159,51,182,173,145
Cogent Scanner/56/Normal/20120912120242_R,Normal,56,Hazel,Male,No,475,165,52,461,192,155
Cogent Scanner/56/Normal/20120912120303_L,Normal,56,Hazel,Male,No,143,181,49,155,206,149
Cogent Scanner/56/Normal/20120912120303_R,Normal,56,Hazel,Male,No,474,212,51,465,241,160
Cogent Scanner/56/Normal/20120912120306_L,Normal,56,Hazel,Male,No,153,191,35,168,218,150
Cogent Scanner/56/Normal/20120912120306_R,Normal,56,Hazel,Male,No,471,211,48,466,232,159
Cogent Scanner/56/Normal/20120912120308_L,Normal,56,Hazel,Male,No,156,196,48,170,219,150
Cogent Scanner/56/Normal/20120912120308_R,Normal,56,Hazel,Male,No,478,203,42,469,227,153
Cogent Scanner/56/Normal/20120912120311_L,Normal,56,Hazel,Male,No,163,187,50,176,215,146
Cogent Scanner/56/Normal/20120912120311_R,Normal,56,Hazel,Male,No,471,166,41,459,191,148
Cogent Scanner/56/Transparent/20120912115235_L,Transparent,56,Hazel,Male,No,169,304,31,177,331,126
Cogent Scanner/56/Transparent/20120912115235_R,Transparent,56,Hazel,Male,No,387,143,26,382,168,111
Cogent Scanner/56/Transparent/20120912115240_L,Transparent,56,Hazel,Male,No,161,188,52,175,200,148
Cogent Scanner/56/Transparent/20120912115240_R,Transparent,56,Hazel,Male,No,458,185,30,446,207,157
Cogent Scanner/56/Transparent/20120912115244_L,Transparent,56,Hazel,Male,No,169,164,26,186,182,144
Cogent Scanner/56/Transparent/20120912115244_R,Transparent,56,Hazel,Male,No,460,175,31,450,195,155
Cogent Scanner/56/Transparent/20120912115248_L,Transparent,56,Hazel,Male,No,178,165,43,191,174,146
Cogent Scanner/56/Transparent/20120912115248_R,Transparent,56,Hazel,Male,No,462,165,33,453,193,158
Cogent Scanner/56/Transparent/20120912115252_L,Transparent,56,Hazel,Male,No,176,162,49,190,183,145
Cogent Scanner/56/Transparent/20120912115252_R,Transparent,56,Hazel,Male,No,464,157,34,453,177,152
Cogent Scanner/57/Colored/20120919141606_L,Colored,57,Gray,Male,No,428,202,38,434,215,121
Cogent Scanner/57/Colored/20120919141606_R,Colored,57,Gray,Male,No,443,222,39,438,234,128
Cogent Scanner/57/Colored/20120919141613_L,Colored,57,Gray,Male,No,406,156,44,413,166,137
Cogent Scanner/57/Colored/20120919141613_R,Colored,57,Gray,Male,No,406,164,41,405,179,136
Cogent Scanner/57/Colored/20120919141620_L,Colored,57,Gray,Male,No,335,140,48,338,155,140
Cogent Scanner/57/Colored/20120919141620_R,Colored,57,Gray,Male,No,413,152,40,413,175,139
Cogent Scanner/57/Colored/20120919141647_L,Colored,57,Gray,Male,No,379,128,45,384,140,133
Cogent Scanner/57/Colored/20120919141647_R,Colored,57,Gray,Male,No,437,142,46,440,163,129
Cogent Scanner/57/Colored/20120919141653_L,Colored,57,Gray,Male,No,364,145,41,370,161,138
Cogent Scanner/57/Colored/20120919141653_R,Colored,57,Gray,Male,No,434,160,44,429,174,136
Cogent Scanner/57/Normal/20120919135112_L,Normal,57,Gray,Male,No,340,218,49,355,227,152
Cogent Scanner/57/Normal/20120919135112_R,Normal,57,Gray,Male,No,366,236,59,366,244,152
Cogent Scanner/57/Normal/20120919135115_L,Normal,57,Gray,Male,No,342,195,54,346,203,145
Cogent Scanner/57/Normal/20120919135115_R,Normal,57,Gray,Male,No,394,197,46,391,206,149
Cogent Scanner/57/Normal/20120919135121_L,Normal,57,Gray,Male,No,308,173,31,316,167,115
Cogent Scanner/57/Normal/20120919135121_R,Normal,57,Gray,Male,No,361,177,33,356,182,114
Cogent Scanner/57/Normal/20120919135124_L,Normal,57,Gray,Male,No,303,166,42,311,168,119
Cogent Scanner/57/Normal/20120919135124_R,Normal,57,Gray,Male,No,352,173,42,350,175,120
Cogent Scanner/57/Normal/20120919135131_L,Normal,57,Gray,Male,No,338,206,45,349,210,125
Cogent Scanner/57/Normal/20120919135131_R,Normal,57,Gray,Male,No,400,216,46,394,225,131
Cogent Scanner/57/Normal/20120919135134_L,Normal,57,Gray,Male,No,327,142,36,341,150,134
Cogent Scanner/57/Normal/20120919135134_R,Normal,57,Gray,Male,No,414,152,35,406,168,131
Cogent Scanner/57/Normal/20120919135137_L,Normal,57,Gray,Male,No,305,148,46,309,154,136
Cogent Scanner/57/Normal/20120919135137_R,Normal,57,Gray,Male,No,433,152,35,429,164,128
Cogent Scanner/57/Transparent/20120919140411_L,Transparent,57,Gray,Male,No,349,154,45,355,166,132
Cogent Scanner/57/Transparent/20120919140411_R,Transparent,57,Gray,Male,No,401,159,48,399,165,127
Cogent Scanner/57/Transparent/20120919140416_L,Transparent,57,Gray,Male,No,351,131,46,360,141,134
Cogent Scanner/57/Transparent/20120919140416_R,Transparent,57,Gray,Male,No,435,127,46,425,135,130
Cogent Scanner/57/Transparent/20120919140419_L,Transparent,57,Gray,Male,No,366,120,42,370,143,141
Cogent Scanner/57/Transparent/20120919140419_R,Transparent,57,Gray,Male,No,443,118,40,439,136,130
Cogent Scanner/57/Transparent/20120919140421_L,Transparent,57,Gray,Male,No,360,125,43,372,148,135
Cogent Scanner/57/Transparent/20120919140421_R,Transparent,57,Gray,Male,No,452,131,45,443,150,133
Cogent Scanner/57/Transparent/20120919140424_L,Transparent,57,Gray,Male,No,294,137,41,305,147,135
Cogent Scanner/57/Transparent/20120919140424_R,Transparent,57,Gray,Male,No,437,163,37,424,181,132
Cogent Scanner/57/Transparent/20120919140437_L,Transparent,57,Gray,Male,No,329,132,37,336,144,134
Cogent Scanner/57/Transparent/20120919140437_R,Transparent,57,Gray,Male,No,402,138,36,394,160,129
Cogent Scanner/58/Colored/20120911163006_L,Colored,58,Green,Female,No,209,112,34,226,159,157
Cogent Scanner/58/Colored/20120911163006_R,Colored,58,Green,Female,No,425,184,39,416,214,159
Cogent Scanner/58/Colored/20120911163009_L,Colored,58,Green,Female,No,204,97,46,217,157,155
Cogent Scanner/58/Colored/20120911163009_R,Colored,58,Green,Female,No,413,195,51,400,204,160
Cogent Scanner/58/Colored/20120911163012_L,Colored,58,Green,Female,No,222,114,53,232,158,157
Cogent Scanner/58/Colored/20120911163012_R,Colored,58,Green,Female,No,439,202,58,430,221,161
Cogent Scanner/58/Colored/20120911163014_L,Colored,58,Green,Female,No,228,109,41,237,160,160
Cogent Scanner/58/Colored/20120911163014_R,Colored,58,Green,Female,No,434,184,41,421,202,161
Cogent Scanner/58/Colored/20120911163019_L,Colored,58,Green,Female,No,210,164,34,225,185,162
Cogent Scanner/58/Colored/20120911163019_R,Colored,58,Green,Female,No,432,225,40,419,255,160
Cogent Scanner/58/Normal/20120912135301_L,Normal,58,Green,Female,No,295,217,24,302,226,111
Cogent Scanner/58/Normal/20120912135301_R,Normal,58,Green,Female,No,444,259,25,435,273,110
Cogent Scanner/58/Normal/20120912135305_L,Normal,58,Green,Female,No,247,148,24,255,150,122
Cogent Scanner/58/Normal/20120912135305_R,Normal,58,Green,Female,No,410,224,26,404,235,119
Cogent Scanner/58/Normal/20120912135309_L,Normal,58,Green,Female,No,226,141,24,234,151,122
Cogent Scanner/58/Normal/20120912135309_R,Normal,58,Green,Female,No,393,225,29,382,231,124
Cogent Scanner/58/Normal/20120912135315_L,Normal,58,Green,Female,No,258,151,30,267,162,120
Cogent Scanner/58/Normal/20120912135315_R,Normal,58,Green,Female,No,396,240,27,388,241,126
Cogent Scanner/58/Normal/20120912135318_L,Normal,58,Green,Female,No,233,196,29,240,205,124
Cogent Scanner/58/Normal/20120912135318_R,Normal,58,Green,Female,No,392,264,31,384,274,127
Cogent Scanner/58/Transparent/20120912134320_L,Transparent,58,Green,Female,No,196,147,32,211,157,143
Cogent Scanner/58/Transparent/20120912134320_R,Transparent,58,Green,Female,No,387,226,33,383,241,144
Cogent Scanner/58/Transparent/20120912134327_L,Transparent,58,Green,Female,No,191,227,35,201,242,135
Cogent Scanner/58/Transparent/20120912134327_R,Transparent,58,Green,Female,No,379,271,32,369,291,139
Cogent Scanner/58/Transparent/20120912134331_L,Transparent,58,Green,Female,No,200,154,29,206,165,134
Cogent Scanner/58/Transparent/20120912134331_R,Transparent,58,Green,Female,No,382,254,38,375,271,138
Cogent Scanner/58/Transparent/20120912134335_L,Transparent,58,Green,Female,No,223,137,36,233,156,136
Cogent Scanner/58/Transparent/20120912134335_R,Transparent,58,Green,Female,No,388,231,38,382,240,141
Cogent Scanner/58/Transparent/20120912134344_L,Transparent,58,Green,Female,No,274,154,27,281,161,127
Cogent Scanner/58/Transparent/20120912134344_R,Transparent,58,Green,Female,No,426,241,30,417,250,133
Cogent Scanner/58/Transparent/20120912134349_L,Transparent,58,Green,Female,No,279,138,33,291,143,126
Cogent Scanner/58/Transparent/20120912134349_R,Transparent,58,Green,Female,No,429,225,38,422,234,133
Cogent Scanner/59/Colored/20120914153014_L,Colored,59,Blue,Female,No,248,168,53,249,164,133
Cogent Scanner/59/Colored/20120914153014_R,Colored,59,Blue,Female,No,328,206,55,327,219,137
Cogent Scanner/59/Colored/20120914153020_L,Colored,59,Blue,Female,No,279,215,39,282,231,127
Cogent Scanner/59/Colored/20120914153020_R,Colored,59,Blue,Female,No,363,252,40,361,254,127
Cogent Scanner/59/Colored/20120914153023_L,Colored,59,Blue,Female,No,256,203,37,263,215,125
Cogent Scanner/59/Colored/20120914153023_R,Colored,59,Blue,Female,No,329,231,36,329,238,125
Cogent Scanner/59/Colored/20120914153026_L,Colored,59,Blue,Female,No,272,207,47,275,212,122
Cogent Scanner/59/Colored/20120914153026_R,Colored,59,Blue,Female,No,346,235,46,347,245,126
Cogent Scanner/59/Colored/20120914153028_L,Colored,59,Blue,Female,No,280,206,47,286,208,125
Cogent Scanner/59/Colored/20120914153028_R,Colored,59,Blue,Female,No,343,233,42,344,234,123
Cogent Scanner/59/Colored/20120914153036_L,Colored,59,Blue,Female,No,250,163,45,253,178,128
Cogent Scanner/59/Colored/20120914153036_R,Colored,59,Blue,Female,No,335,206,38,334,211,123
Cogent Scanner/59/Colored/20120914153039_L,Colored,59,Blue,Female,No,253,196,37,261,206,122
Cogent Scanner/59/Colored/20120914153039_R,Colored,59,Blue,Female,No,337,246,42,336,253,122
Cogent Scanner/59/Normal/20120914142520_L,Normal,59,Blue,Female,No,305,160,58,304,165,126
Cogent Scanner/59/Normal/20120914142520_R,Normal,59,Blue,Female,No,418,223,59,417,235,124
Cogent Scanner/59/Normal/20120914142523_L,Normal,59,Blue,Female,No,297,108,56,299,131,127
Cogent Scanner/59/Normal/20120914142523_R,Normal,59,Blue,Female,No,405,173,57,403,177,129
Cogent Scanner/59/Normal/20120914142530_L,Normal,59,Blue,Female,No,308,172,52,310,179,131
Cogent Scanner/59/Normal/20120914142530_R,Normal,59,Blue,Female,No,422,239,59,415,244,127
Cogent Scanner/59/Normal/20120914142533_L,Normal,59,Blue,Female,No,296,110,67,301,125,125
Cogent Scanner/59/Normal/20120914142533_R,Normal,59,Blue,Female,No,404,154,48,403,158,124
Cogent Scanner/59/Normal/20120914142538_L,Normal,59,Blue,Female,No,273,230,40,277,231,107
Cogent Scanner/59/Normal/20120914142538_R,Normal,59,Blue,Female,No,365,271,41,362,271,111
Cogent Scanner/59/Transparent/20120914150306_L,Transparent,59,Blue,Female,No,313,217,55,316,216,133
Cogent Scanner/59/Transparent/20120914150306_R,Transparent,59,Blue,Female,No,441,244,52,441,247,134
Cogent Scanner/59/Transparent/20120914150309_L,Transparent,59,Blue,Female,No,325,184,59,331,179,126
Cogent Scanner/59/Transparent/20120914150309_R,Transparent,59,Blue,Female,No,410,212,55,409,212,123
Cogent Scanner/59/Transparent/20120914150312_L,Transparent,59,Blue,Female,No,329,132,39,335,142,123
Cogent Scanner/59/Transparent/20120914150312_R,Transparent,59,Blue,Female,No,404,159,41,404,174,124
Cogent Scanner/59/Transparent/20120914150317_L,Transparent,59,Blue,Female,No,310,160,49,314,166,124
Cogent Scanner/59/Transparent/20120914150317_R,Transparent,59,Blue,Female,No,383,177,56,383,188,127
Cogent Scanner/59/Transparent/20120914150321_L,Transparent,59,Blue,Female,No,323,122,46,329,140,122
